VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w
126, 33,  0.44165,  0.00, -0.82617,  1.00, -0.47244, -0.02362,  0.88189,  0.00,  0.07813,  0.00,  0.09296,  0.7915,  0.08716,  0.7876,  0.88189,  0.00,  0.47244,  1.00
127, 34,  0.43945,  0.18762, -0.82227,  1.00, -0.47244, -0.04724,  0.88189,  0.00,  0.07813,  0.16077,  0.16736,  0.73828,  0.2373,  0.68164,  0.88189,  0.00,  0.47244,  1.00
128, 31,  0.35693,  0.18762, -0.86133,  1.00, -0.38583, -0.04724,  0.92126,  0.00,  0.0625,  0.16077,  0.19275,  0.76953,  0.25684,  0.70654,  0.92126,  0.00,  0.38583,  1.00
129, 34,  0.43945,  0.18762, -0.82227,  1.00, -0.47244, -0.04724,  0.88189,  0.00,  0.07813,  0.16077,  0.16736,  0.73828,  0.2373,  0.68164,  0.88189,  0.00,  0.47244,  1.00
130, 32,  0.35156,  0.375, -0.84912,  1.00, -0.37795, -0.11024,  0.92126,  0.00,  0.0625,  0.30469,  0.27905,  0.69336,  0.34473,  0.63086,  0.92126,  0.00,  0.38583,  1.00
131, 31,  0.35693,  0.18762, -0.86133,  1.00, -0.38583, -0.04724,  0.92126,  0.00,  0.0625,  0.16077,  0.19275,  0.76953,  0.25684,  0.70654,  0.92126,  0.00,  0.38583,  1.00
132, 34,  0.43945,  0.18762, -0.82227,  1.00, -0.47244, -0.04724,  0.88189,  0.00,  0.07813,  0.16077,  0.16736,  0.73828,  0.2373,  0.68164,  0.88189,  0.00,  0.47244,  1.00
133, 35,  0.43311,  0.375, -0.81055,  1.00, -0.47244, -0.11024,  0.87402,  0.00,  0.07813,  0.30469,  0.26099,  0.6709,  0.33252,  0.61475,  0.88189,  0.00,  0.47244,  1.00
134, 32,  0.35156,  0.375, -0.84912,  1.00, -0.37795, -0.11024,  0.92126,  0.00,  0.0625,  0.30469,  0.27905,  0.69336,  0.34473,  0.63086,  0.92126,  0.00,  0.38583,  1.00
135, 36,  0.52051,  0.00, -0.77881,  1.00, -0.55906, -0.02362,  0.83465,  0.00,  0.09375,  0.00,  0.06592,  0.75,  0.06073,  0.74512,  0.83465,  0.00,  0.55906,  1.00
136, 34,  0.43945,  0.18762, -0.82227,  1.00, -0.47244, -0.04724,  0.88189,  0.00,  0.07813,  0.16077,  0.16736,  0.73828,  0.2373,  0.68164,  0.88189,  0.00,  0.47244,  1.00
137, 33,  0.44165,  0.00, -0.82617,  1.00, -0.47244, -0.02362,  0.88189,  0.00,  0.07813,  0.00,  0.09296,  0.7915,  0.08716,  0.7876,  0.88189,  0.00,  0.47244,  1.00
138, 36,  0.52051,  0.00, -0.77881,  1.00, -0.55906, -0.02362,  0.83465,  0.00,  0.09375,  0.00,  0.06592,  0.75,  0.06073,  0.74512,  0.83465,  0.00,  0.55906,  1.00
139, 37,  0.51807,  0.18762, -0.77539,  1.00, -0.55118, -0.04724,  0.82677,  0.00,  0.09375,  0.16077,  0.14514,  0.7041,  0.22046,  0.65479,  0.83465,  0.00,  0.55906,  1.00
140, 34,  0.43945,  0.18762, -0.82227,  1.00, -0.47244, -0.04724,  0.88189,  0.00,  0.07813,  0.16077,  0.16736,  0.73828,  0.2373,  0.68164,  0.88189,  0.00,  0.47244,  1.00
141, 37,  0.51807,  0.18762, -0.77539,  1.00, -0.55118, -0.04724,  0.82677,  0.00,  0.09375,  0.16077,  0.14514,  0.7041,  0.22046,  0.65479,  0.83465,  0.00,  0.55906,  1.00
142, 35,  0.43311,  0.375, -0.81055,  1.00, -0.47244, -0.11024,  0.87402,  0.00,  0.07813,  0.30469,  0.26099,  0.6709,  0.33252,  0.61475,  0.88189,  0.00,  0.47244,  1.00
143, 34,  0.43945,  0.18762, -0.82227,  1.00, -0.47244, -0.04724,  0.88189,  0.00,  0.07813,  0.16077,  0.16736,  0.73828,  0.2373,  0.68164,  0.88189,  0.00,  0.47244,  1.00
144, 37,  0.51807,  0.18762, -0.77539,  1.00, -0.55118, -0.04724,  0.82677,  0.00,  0.09375,  0.16077,  0.14514,  0.7041,  0.22046,  0.65479,  0.83465,  0.00,  0.55906,  1.00
145, 38,  0.51074,  0.375, -0.76416,  1.00, -0.55118, -0.11024,  0.82677,  0.00,  0.09375,  0.30469,  0.24512,  0.64648,  0.32178,  0.59766,  0.83465,  0.00,  0.55906,  1.00
146, 35,  0.43311,  0.375, -0.81055,  1.00, -0.47244, -0.11024,  0.87402,  0.00,  0.07813,  0.30469,  0.26099,  0.6709,  0.33252,  0.61475,  0.88189,  0.00,  0.47244,  1.00
147, 39,  0.59424,  0.00, -0.72412,  1.00, -0.6378, -0.02362,  0.77165,  0.00,  0.10938,  0.00,  0.04346,  0.70557,  0.03943,  0.7002,  0.77165,  0.00,  0.6378,  1.00
148, 37,  0.51807,  0.18762, -0.77539,  1.00, -0.55118, -0.04724,  0.82677,  0.00,  0.09375,  0.16077,  0.14514,  0.7041,  0.22046,  0.65479,  0.83465,  0.00,  0.55906,  1.00
149, 36,  0.52051,  0.00, -0.77881,  1.00, -0.55906, -0.02362,  0.83465,  0.00,  0.09375,  0.00,  0.06592,  0.75,  0.06073,  0.74512,  0.83465,  0.00,  0.55906,  1.00
150, 39,  0.59424,  0.00, -0.72412,  1.00, -0.6378, -0.02362,  0.77165,  0.00,  0.10938,  0.00,  0.04346,  0.70557,  0.03943,  0.7002,  0.77165,  0.00,  0.6378,  1.00
151, 40,  0.59131,  0.18762, -0.7207,  1.00, -0.62992, -0.04724,  0.77165,  0.00,  0.10938,  0.16077,  0.12659,  0.66846,  0.20667,  0.62646,  0.77165,  0.00,  0.6378,  1.00
152, 37,  0.51807,  0.18762, -0.77539,  1.00, -0.55118, -0.04724,  0.82677,  0.00,  0.09375,  0.16077,  0.14514,  0.7041,  0.22046,  0.65479,  0.83465,  0.00,  0.55906,  1.00
153, 40,  0.59131,  0.18762, -0.7207,  1.00, -0.62992, -0.04724,  0.77165,  0.00,  0.10938,  0.16077,  0.12659,  0.66846,  0.20667,  0.62646,  0.77165,  0.00,  0.6378,  1.00
154, 38,  0.51074,  0.375, -0.76416,  1.00, -0.55118, -0.11024,  0.82677,  0.00,  0.09375,  0.30469,  0.24512,  0.64648,  0.32178,  0.59766,  0.83465,  0.00,  0.55906,  1.00
155, 37,  0.51807,  0.18762, -0.77539,  1.00, -0.55118, -0.04724,  0.82677,  0.00,  0.09375,  0.16077,  0.14514,  0.7041,  0.22046,  0.65479,  0.83465,  0.00,  0.55906,  1.00
156, 40,  0.59131,  0.18762, -0.7207,  1.00, -0.62992, -0.04724,  0.77165,  0.00,  0.10938,  0.16077,  0.12659,  0.66846,  0.20667,  0.62646,  0.77165,  0.00,  0.6378,  1.00
157, 41,  0.58301,  0.375, -0.71045,  1.00, -0.62992, -0.11024,  0.77165,  0.00,  0.10938,  0.30469,  0.23145,  0.62109,  0.3125,  0.58008,  0.77165,  0.00,  0.6378,  1.00
158, 38,  0.51074,  0.375, -0.76416,  1.00, -0.55118, -0.11024,  0.82677,  0.00,  0.09375,  0.30469,  0.24512,  0.64648,  0.32178,  0.59766,  0.83465,  0.00,  0.55906,  1.00
159, 42,  0.6626,  0.00, -0.6626,  1.00, -0.70866, -0.02362,  0.70866,  0.00,  0.125,  0.00,  0.02573,  0.65967,  0.02306,  0.65381,  0.70866,  0.00,  0.70866,  1.00
160, 40,  0.59131,  0.18762, -0.7207,  1.00, -0.62992, -0.04724,  0.77165,  0.00,  0.10938,  0.16077,  0.12659,  0.66846,  0.20667,  0.62646,  0.77165,  0.00,  0.6378,  1.00
161, 39,  0.59424,  0.00, -0.72412,  1.00, -0.6378, -0.02362,  0.77165,  0.00,  0.10938,  0.00,  0.04346,  0.70557,  0.03943,  0.7002,  0.77165,  0.00,  0.6378,  1.00
162, 42,  0.6626,  0.00, -0.6626,  1.00, -0.70866, -0.02362,  0.70866,  0.00,  0.125,  0.00,  0.02573,  0.65967,  0.02306,  0.65381,  0.70866,  0.00,  0.70866,  1.00
163, 43,  0.65918,  0.18762, -0.65918,  1.00, -0.70866, -0.04724,  0.70866,  0.00,  0.125,  0.16077,  0.11157,  0.63086,  0.19592,  0.59717,  0.70866,  0.00,  0.70866,  1.00
164, 40,  0.59131,  0.18762, -0.7207,  1.00, -0.62992, -0.04724,  0.77165,  0.00,  0.10938,  0.16077,  0.12659,  0.66846,  0.20667,  0.62646,  0.77165,  0.00,  0.6378,  1.00
165, 43,  0.65918,  0.18762, -0.65918,  1.00, -0.70866, -0.04724,  0.70866,  0.00,  0.125,  0.16077,  0.11157,  0.63086,  0.19592,  0.59717,  0.70866,  0.00,  0.70866,  1.00
166, 41,  0.58301,  0.375, -0.71045,  1.00, -0.62992, -0.11024,  0.77165,  0.00,  0.10938,  0.30469,  0.23145,  0.62109,  0.3125,  0.58008,  0.77165,  0.00,  0.6378,  1.00
167, 40,  0.59131,  0.18762, -0.7207,  1.00, -0.62992, -0.04724,  0.77165,  0.00,  0.10938,  0.16077,  0.12659,  0.66846,  0.20667,  0.62646,  0.77165,  0.00,  0.6378,  1.00
168, 43,  0.65918,  0.18762, -0.65918,  1.00, -0.70866, -0.04724,  0.70866,  0.00,  0.125,  0.16077,  0.11157,  0.63086,  0.19592,  0.59717,  0.70866,  0.00,  0.70866,  1.00
169, 44,  0.6499,  0.375, -0.6499,  1.00, -0.70079, -0.11024,  0.70079,  0.00,  0.125,  0.30469,  0.22034,  0.59424,  0.30518,  0.56152,  0.70866,  0.00,  0.70866,  1.00
170, 41,  0.58301,  0.375, -0.71045,  1.00, -0.62992, -0.11024,  0.77165,  0.00,  0.10938,  0.30469,  0.23145,  0.62109,  0.3125,  0.58008,  0.77165,  0.00,  0.6378,  1.00
171, 45,  0.72412,  0.00, -0.59424,  1.00, -0.77165, -0.02362,  0.6378,  0.00,  0.14063,  0.00,  0.01273,  0.6123,  0.01159,  0.60596,  0.6378,  0.00,  0.77165,  1.00
172, 43,  0.65918,  0.18762, -0.65918,  1.00, -0.70866, -0.04724,  0.70866,  0.00,  0.125,  0.16077,  0.11157,  0.63086,  0.19592,  0.59717,  0.70866,  0.00,  0.70866,  1.00
173, 42,  0.6626,  0.00, -0.6626,  1.00, -0.70866, -0.02362,  0.70866,  0.00,  0.125,  0.00,  0.02573,  0.65967,  0.02306,  0.65381,  0.70866,  0.00,  0.70866,  1.00
174, 45,  0.72412,  0.00, -0.59424,  1.00, -0.77165, -0.02362,  0.6378,  0.00,  0.14063,  0.00,  0.01273,  0.6123,  0.01159,  0.60596,  0.6378,  0.00,  0.77165,  1.00
175, 46,  0.7207,  0.18762, -0.59131,  1.00, -0.77165, -0.04724,  0.62992,  0.00,  0.14063,  0.16077,  0.1004,  0.59229,  0.18811,  0.56689,  0.6378,  0.00,  0.77165,  1.00
176, 43,  0.65918,  0.18762, -0.65918,  1.00, -0.70866, -0.04724,  0.70866,  0.00,  0.125,  0.16077,  0.11157,  0.63086,  0.19592,  0.59717,  0.70866,  0.00,  0.70866,  1.00
177, 46,  0.7207,  0.18762, -0.59131,  1.00, -0.77165, -0.04724,  0.62992,  0.00,  0.14063,  0.16077,  0.1004,  0.59229,  0.18811,  0.56689,  0.6378,  0.00,  0.77165,  1.00
178, 44,  0.6499,  0.375, -0.6499,  1.00, -0.70079, -0.11024,  0.70079,  0.00,  0.125,  0.30469,  0.22034,  0.59424,  0.30518,  0.56152,  0.70866,  0.00,  0.70866,  1.00
179, 43,  0.65918,  0.18762, -0.65918,  1.00, -0.70866, -0.04724,  0.70866,  0.00,  0.125,  0.16077,  0.11157,  0.63086,  0.19592,  0.59717,  0.70866,  0.00,  0.70866,  1.00
180, 46,  0.7207,  0.18762, -0.59131,  1.00, -0.77165, -0.04724,  0.62992,  0.00,  0.14063,  0.16077,  0.1004,  0.59229,  0.18811,  0.56689,  0.6378,  0.00,  0.77165,  1.00
181, 47,  0.71045,  0.375, -0.58301,  1.00, -0.77165, -0.11024,  0.62992,  0.00,  0.14063,  0.30469,  0.21191,  0.56641,  0.29956,  0.54248,  0.6378,  0.00,  0.77165,  1.00
182, 44,  0.6499,  0.375, -0.6499,  1.00, -0.70079, -0.11024,  0.70079,  0.00,  0.125,  0.30469,  0.22034,  0.59424,  0.30518,  0.56152,  0.70866,  0.00,  0.70866,  1.00
183, 48,  0.77881,  0.00, -0.52051,  1.00, -0.83465, -0.02362,  0.55906,  0.00,  0.15625,  0.00,  0.00451,  0.56445,  0.00495,  0.55762,  0.55906,  0.00,  0.83465,  1.00
184, 46,  0.7207,  0.18762, -0.59131,  1.00, -0.77165, -0.04724,  0.62992,  0.00,  0.14063,  0.16077,  0.1004,  0.59229,  0.18811,  0.56689,  0.6378,  0.00,  0.77165,  1.00
185, 45,  0.72412,  0.00, -0.59424,  1.00, -0.77165, -0.02362,  0.6378,  0.00,  0.14063,  0.00,  0.01273,  0.6123,  0.01159,  0.60596,  0.6378,  0.00,  0.77165,  1.00
186, 48,  0.77881,  0.00, -0.52051,  1.00, -0.83465, -0.02362,  0.55906,  0.00,  0.15625,  0.00,  0.00451,  0.56445,  0.00495,  0.55762,  0.55906,  0.00,  0.83465,  1.00
187, 49,  0.77539,  0.18762, -0.51807,  1.00, -0.82677, -0.04724,  0.55118,  0.00,  0.15625,  0.16077,  0.09308,  0.55273,  0.18347,  0.53613,  0.55906,  0.00,  0.83465,  1.00
188, 46,  0.7207,  0.18762, -0.59131,  1.00, -0.77165, -0.04724,  0.62992,  0.00,  0.14063,  0.16077,  0.1004,  0.59229,  0.18811,  0.56689,  0.6378,  0.00,  0.77165,  1.00
189, 49,  0.77539,  0.18762, -0.51807,  1.00, -0.82677, -0.04724,  0.55118,  0.00,  0.15625,  0.16077,  0.09308,  0.55273,  0.18347,  0.53613,  0.55906,  0.00,  0.83465,  1.00
190, 47,  0.71045,  0.375, -0.58301,  1.00, -0.77165, -0.11024,  0.62992,  0.00,  0.14063,  0.30469,  0.21191,  0.56641,  0.29956,  0.54248,  0.6378,  0.00,  0.77165,  1.00
191, 46,  0.7207,  0.18762, -0.59131,  1.00, -0.77165, -0.04724,  0.62992,  0.00,  0.14063,  0.16077,  0.1004,  0.59229,  0.18811,  0.56689,  0.6378,  0.00,  0.77165,  1.00
192, 50,  0.82617,  0.00, -0.44165,  1.00, -0.88189, -0.02362,  0.47244,  0.00,  0.17188,  0.00,  0.00104,  0.51563,  0.00307,  0.50928,  0.47244,  0.00,  0.88189,  1.00
193, 49,  0.77539,  0.18762, -0.51807,  1.00, -0.82677, -0.04724,  0.55118,  0.00,  0.15625,  0.16077,  0.09308,  0.55273,  0.18347,  0.53613,  0.55906,  0.00,  0.83465,  1.00
194, 48,  0.77881,  0.00, -0.52051,  1.00, -0.83465, -0.02362,  0.55906,  0.00,  0.15625,  0.00,  0.00451,  0.56445,  0.00495,  0.55762,  0.55906,  0.00,  0.83465,  1.00
195, 50,  0.82617,  0.00, -0.44165,  1.00, -0.88189, -0.02362,  0.47244,  0.00,  0.17188,  0.00,  0.00104,  0.51563,  0.00307,  0.50928,  0.47244,  0.00,  0.88189,  1.00
196, 51,  0.82227,  0.18762, -0.43945,  1.00, -0.88189, -0.04724,  0.47244,  0.00,  0.17188,  0.16077,  0.08972,  0.51318,  0.18176,  0.50537,  0.47244,  0.00,  0.88189,  1.00
197, 49,  0.77539,  0.18762, -0.51807,  1.00, -0.82677, -0.04724,  0.55118,  0.00,  0.15625,  0.16077,  0.09308,  0.55273,  0.18347,  0.53613,  0.55906,  0.00,  0.83465,  1.00
198, 49,  0.77539,  0.18762, -0.51807,  1.00, -0.82677, -0.04724,  0.55118,  0.00,  0.15625,  0.16077,  0.09308,  0.55273,  0.18347,  0.53613,  0.55906,  0.00,  0.83465,  1.00
199, 52,  0.76416,  0.375, -0.51074,  1.00, -0.82677, -0.11024,  0.55118,  0.00,  0.15625,  0.30469,  0.2063,  0.53809,  0.2959,  0.52295,  0.55906,  0.00,  0.83465,  1.00
200, 47,  0.71045,  0.375, -0.58301,  1.00, -0.77165, -0.11024,  0.62992,  0.00,  0.14063,  0.30469,  0.21191,  0.56641,  0.29956,  0.54248,  0.6378,  0.00,  0.77165,  1.00
201, 51,  0.82227,  0.18762, -0.43945,  1.00, -0.88189, -0.04724,  0.47244,  0.00,  0.17188,  0.16077,  0.08972,  0.51318,  0.18176,  0.50537,  0.47244,  0.00,  0.88189,  1.00
202, 52,  0.76416,  0.375, -0.51074,  1.00, -0.82677, -0.11024,  0.55118,  0.00,  0.15625,  0.30469,  0.2063,  0.53809,  0.2959,  0.52295,  0.55906,  0.00,  0.83465,  1.00
203, 49,  0.77539,  0.18762, -0.51807,  1.00, -0.82677, -0.04724,  0.55118,  0.00,  0.15625,  0.16077,  0.09308,  0.55273,  0.18347,  0.53613,  0.55906,  0.00,  0.83465,  1.00
204, 53,  0.86572,  0.00, -0.35864,  1.00, -0.92126, -0.02362,  0.38583,  0.00,  0.1875,  0.00,  0.00228,  0.46753,  0.00582,  0.46143,  0.38583,  0.00,  0.92126,  1.00
205, 51,  0.82227,  0.18762, -0.43945,  1.00, -0.88189, -0.04724,  0.47244,  0.00,  0.17188,  0.16077,  0.08972,  0.51318,  0.18176,  0.50537,  0.47244,  0.00,  0.88189,  1.00
206, 50,  0.82617,  0.00, -0.44165,  1.00, -0.88189, -0.02362,  0.47244,  0.00,  0.17188,  0.00,  0.00104,  0.51563,  0.00307,  0.50928,  0.47244,  0.00,  0.88189,  1.00
207, 53,  0.86572,  0.00, -0.35864,  1.00, -0.92126, -0.02362,  0.38583,  0.00,  0.1875,  0.00,  0.00228,  0.46753,  0.00582,  0.46143,  0.38583,  0.00,  0.92126,  1.00
208, 54,  0.86133,  0.18762, -0.35693,  1.00, -0.92126, -0.04724,  0.38583,  0.00,  0.1875,  0.16077,  0.09015,  0.47339,  0.18311,  0.47461,  0.38583,  0.00,  0.92126,  1.00
209, 51,  0.82227,  0.18762, -0.43945,  1.00, -0.88189, -0.04724,  0.47244,  0.00,  0.17188,  0.16077,  0.08972,  0.51318,  0.18176,  0.50537,  0.47244,  0.00,  0.88189,  1.00
210, 51,  0.82227,  0.18762, -0.43945,  1.00, -0.88189, -0.04724,  0.47244,  0.00,  0.17188,  0.16077,  0.08972,  0.51318,  0.18176,  0.50537,  0.47244,  0.00,  0.88189,  1.00
211, 55,  0.81055,  0.375, -0.43311,  1.00, -0.87402, -0.11024,  0.47244,  0.00,  0.17188,  0.30469,  0.20349,  0.50977,  0.29419,  0.50293,  0.47244,  0.00,  0.88189,  1.00
212, 52,  0.76416,  0.375, -0.51074,  1.00, -0.82677, -0.11024,  0.55118,  0.00,  0.15625,  0.30469,  0.2063,  0.53809,  0.2959,  0.52295,  0.55906,  0.00,  0.83465,  1.00
213, 54,  0.86133,  0.18762, -0.35693,  1.00, -0.92126, -0.04724,  0.38583,  0.00,  0.1875,  0.16077,  0.09015,  0.47339,  0.18311,  0.47461,  0.38583,  0.00,  0.92126,  1.00
214, 55,  0.81055,  0.375, -0.43311,  1.00, -0.87402, -0.11024,  0.47244,  0.00,  0.17188,  0.30469,  0.20349,  0.50977,  0.29419,  0.50293,  0.47244,  0.00,  0.88189,  1.00
215, 51,  0.82227,  0.18762, -0.43945,  1.00, -0.88189, -0.04724,  0.47244,  0.00,  0.17188,  0.16077,  0.08972,  0.51318,  0.18176,  0.50537,  0.47244,  0.00,  0.88189,  1.00
216, 56,  0.89648,  0.00, -0.27197,  1.00, -0.95276, -0.02362,  0.29134,  0.00,  0.20313,  0.00,  0.00811,  0.41968,  0.01305,  0.41431,  0.29134,  0.00,  0.96063,  1.00
217, 54,  0.86133,  0.18762, -0.35693,  1.00, -0.92126, -0.04724,  0.38583,  0.00,  0.1875,  0.16077,  0.09015,  0.47339,  0.18311,  0.47461,  0.38583,  0.00,  0.92126,  1.00
218, 53,  0.86572,  0.00, -0.35864,  1.00, -0.92126, -0.02362,  0.38583,  0.00,  0.1875,  0.00,  0.00228,  0.46753,  0.00582,  0.46143,  0.38583,  0.00,  0.92126,  1.00
219, 56,  0.89648,  0.00, -0.27197,  1.00, -0.95276, -0.02362,  0.29134,  0.00,  0.20313,  0.00,  0.00811,  0.41968,  0.01305,  0.41431,  0.29134,  0.00,  0.96063,  1.00
220, 57,  0.89209,  0.18762, -0.27075,  1.00, -0.95276, -0.04724,  0.29134,  0.00,  0.20313,  0.16077,  0.09448,  0.43408,  0.18738,  0.44434,  0.29134,  0.00,  0.96063,  1.00
221, 54,  0.86133,  0.18762, -0.35693,  1.00, -0.92126, -0.04724,  0.38583,  0.00,  0.1875,  0.16077,  0.09015,  0.47339,  0.18311,  0.47461,  0.38583,  0.00,  0.92126,  1.00
222, 54,  0.86133,  0.18762, -0.35693,  1.00, -0.92126, -0.04724,  0.38583,  0.00,  0.1875,  0.16077,  0.09015,  0.47339,  0.18311,  0.47461,  0.38583,  0.00,  0.92126,  1.00
223, 58,  0.84912,  0.375, -0.35156,  1.00, -0.92126, -0.11024,  0.37795,  0.00,  0.1875,  0.30469,  0.20349,  0.48096,  0.29468,  0.48315,  0.38583,  0.00,  0.92126,  1.00
224, 55,  0.81055,  0.375, -0.43311,  1.00, -0.87402, -0.11024,  0.47244,  0.00,  0.17188,  0.30469,  0.20349,  0.50977,  0.29419,  0.50293,  0.47244,  0.00,  0.88189,  1.00
225, 57,  0.89209,  0.18762, -0.27075,  1.00, -0.95276, -0.04724,  0.29134,  0.00,  0.20313,  0.16077,  0.09448,  0.43408,  0.18738,  0.44434,  0.29134,  0.00,  0.96063,  1.00
226, 58,  0.84912,  0.375, -0.35156,  1.00, -0.92126, -0.11024,  0.37795,  0.00,  0.1875,  0.30469,  0.20349,  0.48096,  0.29468,  0.48315,  0.38583,  0.00,  0.92126,  1.00
227, 54,  0.86133,  0.18762, -0.35693,  1.00, -0.92126, -0.04724,  0.38583,  0.00,  0.1875,  0.16077,  0.09015,  0.47339,  0.18311,  0.47461,  0.38583,  0.00,  0.92126,  1.00
228, 59,  0.91895,  0.00, -0.18274,  1.00, -0.98425, -0.02362,  0.19685,  0.00,  0.21875,  0.00,  0.0184,  0.37305,  0.02452,  0.36816,  0.19685,  0.00,  0.98425,  1.00
229, 57,  0.89209,  0.18762, -0.27075,  1.00, -0.95276, -0.04724,  0.29134,  0.00,  0.20313,  0.16077,  0.09448,  0.43408,  0.18738,  0.44434,  0.29134,  0.00,  0.96063,  1.00
230, 56,  0.89648,  0.00, -0.27197,  1.00, -0.95276, -0.02362,  0.29134,  0.00,  0.20313,  0.00,  0.00811,  0.41968,  0.01305,  0.41431,  0.29134,  0.00,  0.96063,  1.00
231, 59,  0.91895,  0.00, -0.18274,  1.00, -0.98425, -0.02362,  0.19685,  0.00,  0.21875,  0.00,  0.0184,  0.37305,  0.02452,  0.36816,  0.19685,  0.00,  0.98425,  1.00
232, 60,  0.91455,  0.18762, -0.18188,  1.00, -0.97638, -0.04724,  0.19685,  0.00,  0.21875,  0.16077,  0.10254,  0.39526,  0.19434,  0.41479,  0.19685,  0.00,  0.98425,  1.00
233, 57,  0.89209,  0.18762, -0.27075,  1.00, -0.95276, -0.04724,  0.29134,  0.00,  0.20313,  0.16077,  0.09448,  0.43408,  0.18738,  0.44434,  0.29134,  0.00,  0.96063,  1.00
234, 57,  0.89209,  0.18762, -0.27075,  1.00, -0.95276, -0.04724,  0.29134,  0.00,  0.20313,  0.16077,  0.09448,  0.43408,  0.18738,  0.44434,  0.29134,  0.00,  0.96063,  1.00
235, 61,  0.87939,  0.375, -0.26685,  1.00, -0.95276, -0.11024,  0.29134,  0.00,  0.20313,  0.30469,  0.2063,  0.45239,  0.29688,  0.46338,  0.29134,  0.00,  0.96063,  1.00
236, 58,  0.84912,  0.375, -0.35156,  1.00, -0.92126, -0.11024,  0.37795,  0.00,  0.1875,  0.30469,  0.20349,  0.48096,  0.29468,  0.48315,  0.38583,  0.00,  0.92126,  1.00
237, 60,  0.91455,  0.18762, -0.18188,  1.00, -0.97638, -0.04724,  0.19685,  0.00,  0.21875,  0.16077,  0.10254,  0.39526,  0.19434,  0.41479,  0.19685,  0.00,  0.98425,  1.00
238, 61,  0.87939,  0.375, -0.26685,  1.00, -0.95276, -0.11024,  0.29134,  0.00,  0.20313,  0.30469,  0.2063,  0.45239,  0.29688,  0.46338,  0.29134,  0.00,  0.96063,  1.00
239, 57,  0.89209,  0.18762, -0.27075,  1.00, -0.95276, -0.04724,  0.29134,  0.00,  0.20313,  0.16077,  0.09448,  0.43408,  0.18738,  0.44434,  0.29134,  0.00,  0.96063,  1.00
240, 62,  0.93262,  0.00, -0.09186,  1.00, -0.99213, -0.02362,  0.09449,  0.00,  0.23438,  0.00,  0.03296,  0.32764,  0.03992,  0.32373,  0.09449,  0.00,  0.99213,  1.00
241, 60,  0.91455,  0.18762, -0.18188,  1.00, -0.97638, -0.04724,  0.19685,  0.00,  0.21875,  0.16077,  0.10254,  0.39526,  0.19434,  0.41479,  0.19685,  0.00,  0.98425,  1.00
242, 59,  0.91895,  0.00, -0.18274,  1.00, -0.98425, -0.02362,  0.19685,  0.00,  0.21875,  0.00,  0.0184,  0.37305,  0.02452,  0.36816,  0.19685,  0.00,  0.98425,  1.00
243, 62,  0.93262,  0.00, -0.09186,  1.00, -0.99213, -0.02362,  0.09449,  0.00,  0.23438,  0.00,  0.03296,  0.32764,  0.03992,  0.32373,  0.09449,  0.00,  0.99213,  1.00
244, 63,  0.92773,  0.18762, -0.09137,  1.00, -0.99213, -0.04724,  0.09449,  0.00,  0.23438,  0.16077,  0.11438,  0.35767,  0.20422,  0.38623,  0.09449,  0.00,  0.99213,  1.00
245, 60,  0.91455,  0.18762, -0.18188,  1.00, -0.97638, -0.04724,  0.19685,  0.00,  0.21875,  0.16077,  0.10254,  0.39526,  0.19434,  0.41479,  0.19685,  0.00,  0.98425,  1.00
246, 60,  0.91455,  0.18762, -0.18188,  1.00, -0.97638, -0.04724,  0.19685,  0.00,  0.21875,  0.16077,  0.10254,  0.39526,  0.19434,  0.41479,  0.19685,  0.00,  0.98425,  1.00
247, 64,  0.90137,  0.375, -0.17932,  1.00, -0.97638, -0.11024,  0.19685,  0.00,  0.21875,  0.30469,  0.21167,  0.42407,  0.30078,  0.44409,  0.19685,  0.00,  0.98425,  1.00
248, 61,  0.87939,  0.375, -0.26685,  1.00, -0.95276, -0.11024,  0.29134,  0.00,  0.20313,  0.30469,  0.2063,  0.45239,  0.29688,  0.46338,  0.29134,  0.00,  0.96063,  1.00
249, 63,  0.92773,  0.18762, -0.09137,  1.00, -0.99213, -0.04724,  0.09449,  0.00,  0.23438,  0.16077,  0.11438,  0.35767,  0.20422,  0.38623,  0.09449,  0.00,  0.99213,  1.00
250, 64,  0.90137,  0.375, -0.17932,  1.00, -0.97638, -0.11024,  0.19685,  0.00,  0.21875,  0.30469,  0.21167,  0.42407,  0.30078,  0.44409,  0.19685,  0.00,  0.98425,  1.00
251, 60,  0.91455,  0.18762, -0.18188,  1.00, -0.97638, -0.04724,  0.19685,  0.00,  0.21875,  0.16077,  0.10254,  0.39526,  0.19434,  0.41479,  0.19685,  0.00,  0.98425,  1.00
252, 65,  0.93701,  0.00,  1.19209E-7,  1.00, -1.00, -0.02362,  0.00,  0.00,  0.25,  0.00,  0.05145,  0.28394,  0.05884,  0.28076,  0.00,  0.00,  1.00,  1.00
